r2,rmse,mae,mean_error,std_error,within_5_mmhg,within_10_mmhg,within_15_mmhg,bhs_grade,aami_pass,model_name,target,n_samples,training_time
0.8645170224649508,3.798113645520641,2.733972066717405,2.733972066717405,2.6364870571840577,85.01636867287837,97.98539410727777,99.5467136741375,A,True,xgboost_m3_optimized,dbp,3971,3326.9998800754547
0.8126193802267117,4.466711724278094,3.1135300702627746,3.1135300702627746,3.202724485398777,80.86124401913875,95.66859733064719,98.89196675900277,A,True,random_forest_m3,dbp,3971,2461.290011882782
