r2,rmse,mae,mean_error,std_error,within_5_mmhg,within_10_mmhg,within_15_mmhg,bhs_grade,aami_pass,model_name,target,n_samples,training_time
0.8458179803735839,6.33442119560404,4.538563000408356,4.538563000408356,4.418861592609801,67.64039284814908,89.32258876857216,96.54998740871316,A,True,xgboost_m3_optimized,sbp,3971,3371.68164396286
0.8063883632188121,7.098323707363605,5.058171687861179,5.058171687861179,4.98007014314455,61.974313774867795,86.27549735582977,94.88793754721733,B,False,random_forest_m3,sbp,3971,2403.0869081020355
